NFCSID,A1,A2,A3,B2_1,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30_2024,B3,B4_2024,B5,B6,B33,B34,B10,B40,B41,B23,B24,B25,B26,C22_1,C22_2,C22_3,C22_4,C40,C23_1,C23_2,C23_3,C23_4,C24,C26,C41,C42,C43,C7,D40,D31,D41,D42,E2,E3,E4,E6,F30_1,F30_2,F30_3,F30_4,F30_5,F30_6,F30_7,F30_8,F30_9,F30_10,F30_12,F31_1,F31_2,F31_3,F31_4,F31_5,F31_6,F31_7,F31_10,F31_40,F31_41,F31_42,F40,G2,G30_1,G30_2,G30_3,G30_4,G30_5,G30_6,G31,G40,G41,G42,G43,G4,G5,G6,G7,G21,G8,G44,G22,G11,G12,G13,G23,WGT1,S_Gender2,S_Age,S_Ethnicity,S_Education,S_Income
2024014277,2,1,1,1,1,2,2,2,2,98,2,1,98,2,6,98,11,98, ,98, ,3,3,2,1,4,2,2,1,2,1,1,4,98,1,98,98,4,1,2, , ,2,5,2,2, ,1,1,3,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,1,1,2,1,4,1,1,1,98,1,2,2,1,98,1,3,2,1,2,4,2,.615650807073765,1,3,1,2,2
2024014285,1,1,1,1,2,2,1,1,2,2,2,2,2,2,6,1,11,98, ,1,2,2,4,2,2, , , ,1,1,1,1,1,2,2,2,2,1,1,2, , ,2,1,2,2, ,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,2,2,98,1,1,1,2,98,98,98,1,2,98,98,98,98,98,98,98,.901977476163834,2,3,1,1,3
2024014288,1,1,1,1,2,1,1,1,2,1,2,2,2,2,5,98,9,2, ,98, ,2,1,2,1,4,2,2,3,2,1,1,5,2,1,1,1,3,2, ,2,98,2,6,2,2, ,1,2,2,2,3,3,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,1,1,1,3,1,1,1,1,98,1,2,3,1,1,1,3,1,3,1,3,98,.885309371025605,2,2,1,2,3
2024014297,1,2,1,1,2,2,2,2,2,2,2,2,2,2,6,1,2,98, ,98, ,3,4,2,1,4,2,2,1,1,1,1,5,2,2,2,2,1,2, ,2,1,2,3,3,2, ,2, , ,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,1,1,1,7,1,1,7,1,1,2,98,1,2,1,3,2,3,98,4,98,.901977476163834,2,3,1,1,1
2024014304,2,1,1,1,2,2,2,1,2,1,2,2,2,2,5,2,3,2, ,2, ,3,1,2,1,5,2,2,1,1,2,1,4,2,98,2,2,1,2, ,2,1,1,98,3,2, ,1,2,2,3,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,2,1,1,3,1,10,1,2,4,98,1,2,98,98,1,2,3,2,98,3,98,2,.615650807073765,2,3,1,2,2
2024014311,2,1,1,1,2,2,2,2,2,2,2,2,2,2,6,4,4,98, ,98, ,2,4,2,1,4,2,2,1,1,1,1,4,98,98,98,98,98,1,1, , ,2,4,5,2, ,1,2,2,2,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,1,1,1,2,1,2,4,98,4,98,98,1,98,98,98,98,98,2,98,98,.901977476163834,2,3,1,1,1
2024014319,1,1,1,2,2,1,2,2,2,2,2,2,2,2,6,4,5,98, ,98, ,3,2,2,1,5,2,2,1,1,3,1,4,2,1,1,1,98,2, ,2,98,2,4,4,2, ,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,6,1,2,1,1,2,1,7,2,2,3,1,1,2,2,1,2,98,3,2,3,98,98,98,.615650807073765,2,3,1,2,1
2024014321,2,1,1,1,2,1,2,1,2,2,2,2,2,2,6,98,9,98, ,98, ,2,2,2,1,5,2,2,2,1,1,1,5,2,2,1,2,98,1,98, , ,2,5,2,2, ,1,1,98,1,3,3,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,1,1,1,2,7,2,2,2,98,1,98,98,1,1,1,3,3,3,98,4,98,.901977476163834,2,3,1,1,3
2024014327,2,1,1,1,2,2,2,2,2,2,2,2,2,2,5,2,6,2, ,2, ,2,5,2,2, , , ,1,2,3,2,2,2,2,2,1,3,1,1, , ,2,5,3,2, ,2, , ,2,3,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,1,1,1,2,4,2,2,3,1,1,2,2,2,98,1,3,2,3,1,4,2,1.71712816652776,1,2,2,1,3
2024014330,1,1,1,2,1,1,2,1,2,1,2,2,2,2,5,3,7,98, ,98, ,3,4,2,1,5,2,2,3,1,1,1,1,2,2,2,1,2,1,1, , ,2,4,5,2, ,1,3,2,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,1,1,1,2,6,98,1,2,1,1,2,98,3,98,98,98,2,98,.901977476163834,2,3,1,1,1
2024014331,1,1,1,1,98,1,1,2,2,2,1,2,2,2,6,1,10,1,2,2, ,3,4,2,1,5,2,2,2,2,1,1,5,2,1,2,1,3,1,1, , ,2,98,2,2, ,1,3,2,3,3,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,6,2,3,1,1,2,2,4,1,1,1,98,2,4,98,1,1,1,1,3,3,2,3,98,.615650807073765,2,3,1,2,3
2024014332,2,1,1,1,1,1,2,2,2,2,2,2,2,2,5,2,9,2, ,2, ,3,4,2,1,5,2,2,1,1,3,1,5,2,2,2,2,1,1,1, , ,2,6,4,2, ,1,3,2,4,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,2,98,1,2,98,98,.615650807073765,2,3,1,2,3
2024014348,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,3,2,98, ,98, ,4,1,2,1,5,2,2,1,1,3,1,2,2,2,2,2,1,2, ,2,1,2,1,2,2, ,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,1,2,2,98,1,1,4,1,1,98,2,1,1,1,3,98,98,1,3,98,1.71712816652776,2,2,1,1,3
2024014373,1,1,1,1,2,2,2,2,1,1,2,2,2,2,6,1,1,2, ,2, ,4,2,2,1,3,2,98,98,98,3,3,5,98,2,98,2,4,2, ,2,2,2,4,6,2, ,2, , ,2,3,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,98,2,2,2,3,5,1,2,2,2,2,2,6,2,2,4,1,4,4,2,1,1,98,98,98,98,1,2,98,.615650807073765,2,3,2,2,2
2024014385,1,1,1,2,2,1,2,1,2,2,1,2,2,98,6,98,8,98, ,98, ,3,1,2,1,4,2,2,3,1,2,1,2,98,98,98,98,98,2, ,2,1,1,3,2,2, ,1,2,98,3,3,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,1,1,2,1,9,1,1,2,1,1,2,2,1,2,98,3,98,98,2,98,98,.885309371025605,2,2,1,2,2
2024014386,1,1,1,1,1,1,2,2,2,2,2,2,2,2,6,1,7,98, ,2, ,2,6,2,1,5,2,2,1,2,2,1,3,2,2,2,1,4,2, ,2,1,2,4,3,2, ,2, , ,3,3,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,1,1,2,2,10,1,2,1,1,1,2,2,1,1,1,3,1,1,1,2,98,.901977476163834,2,3,1,1,1
2024014387,2,2,1,1,2,1,2,1,2,1,2,2,2,2,4,98,6,98, ,98, ,3,3,98,1,4,2,2,99,99,99,99,2,2,1,2,1,2,1,1, , ,2,6,5,2, ,1,3,2,2,3,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,2,1,7,1,1,2,2,1,1,98,1,2,5,3,98,98,2,3,98,.901977476163834,1,3,1,1,1
2024014395,2,1,1,1,1,1,2,2,2,2,98,2,2,2,6,3,10,98, ,99, ,3,3,2,1,5,2,2,2,2,1,1,5,2,1,2,1,4,1,1, , ,1,4,6,2, ,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,2,1,2,2,2,1,1,2,3,1,1,1,3,98,3,2,2,3,.901977476163834,1,3,1,1,3
2024014399,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6,2, ,2, ,2,5,2,1,5,2,2,3,3,1,1,7,1,2,2,2,3,1,1, , ,2,6,1,2, ,1,2,2,1,3,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,6,2,3,1,1,2,2,1,1,2,2,1,99,99,99,1,2,1,3,1,1,1,1,1,.615650807073765,1,3,1,2,2
2024014402,1,1,1,1,98,1,98,98,98,2,2,2,2,2,2,2,7,98, ,98, ,2,4,2,1,98,2,2,1,1,1,1,4,1,2,1,2,4,1,1, , ,2,4,3,2, ,1,2,2,3,3,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,1,1,1,3,1,2,4,1,1,98,3,1,2,2,98,98,98,98,98,98,.901977476163834,2,3,1,1,2
2024014410,2,1,1,1,2,1,2,2,2,2,2,2,2,2,6,2,10,98, ,1,2,2,4,2,1,4,2,2,2,2,1,1,3,2,1,1,1,2,1,98, , ,2,3,2,2, ,1,1,3,3,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,1,1,2,2,4,1,1,5,1,1,2,2,1,1,1,3,2,3,98,3,98,.615650807073765,2,3,1,2,3
2024014411,1,2,1,1,2,2,2,2,2,2,2,2,2,2,6,2,5,2, ,98, ,2,6,2,1,4,2,2,1,1,3,1,4,2,2,2,2,1,2, ,2,2,2,4,6,2, ,2, , ,2,2,1,1,3,1,2,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,3,1,2,2,4,1,1,2,2,1,1,5,3,98,1,3,2,3,.615650807073765,1,3,1,2,1
2024014416,1,1,1,2,2,1,2,2,2,2,2,2,2,2,6,1,9,2, ,2, ,3,3,2,1,5,2,2,1,1,1,1,4,2,1,1,2,4,1,1, , ,2,3,4,2, ,1,3,2,2,3,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,2,1,1,2,1,2,2,4,98,1,2,1,1,2,1,3,3,2,2,3,98,.901977476163834,1,3,1,1,3
2024014422,2,1,1,1,2,2,2,2,2,1,2,2,2,2,6,1,7,98, ,2, ,1,7,2,2, , , ,1,1,3,2,2,2,2,2,2,1,2, ,2,98,2,5,3,2, ,2, , ,3,3,1,1,98,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,3,1,2,2,2,3,2,1,2,98,1,1,1,3,98,98,3,4,98,.885309371025605,1,2,1,2,3
2024014428,1,2,1,1,2,2,2,2,2,2,2,2,2,2,4,3,2,98, ,98, ,2,3,1,1,3,1,2,1,1,3,3,1,2,2,2,2,1,2, ,2,1,2,4,3,2, ,2, , ,3,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,2,5,1,2,2,1,1,98,3,1,2,1,3,98,98,98,4,98,.901977476163834,2,3,1,1,1
2024014430,2,1,1,2,98,1,2,99,2,2,2,98,2,2,5,1,98,2, ,98, ,4,4,2,1,4,2,2,1,99,1,1,5,2,98,98,2,98,2, ,2,98,2,4,6,2, ,2, , ,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,98,98,98,1,98,98,4,98,98,98,2,98,98,4,3,98,98,98,98,98,.901977476163834,2,3,1,1,1
2024014435,2,1,1,1,1,1,98,1,98,1,98,98,2,98,6,1,8,1,2,98, ,3,3,2,1,4,2,2,1,2,1,1,5,1,1,1,98,4,2, ,2,2,2,5,2,2, ,2, , ,2,3,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,98,2,6,2,2,3,98,1,2,2,1,1,1,3,2,3,2,4,1,.615650807073765,2,3,1,2,2
2024014436,1,1,1,1,2,1,1,2,2,2,1,1,2,2,6,3,11,1,2,1,2,1,4,98,1,2,1,1,3,1,2,2,2,2,2,2,1,98,1,98, , ,1,4,2,2, ,2, , ,2,3,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,2,3,1,1,3,3,3,1,1,1,98,1,2,2,1,2,1,3,3,3,2,4,3,.615650807073765,1,3,1,2,3
2024014449,1,2,1,1,2,2,2,2,2,1,2,2,2,2,6,3,1,98, ,98, ,1,7,1,1,5,2,2,1,1,1,3,1,2,2,2,1,3,2, ,2,1,2,3,1,2, ,1,1,2,3,1,2,3,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,3,2,5,2,1,1,98,1,2,2,1,1,1,3,98,1,2,1,98,.901977476163834,2,3,1,1,1
2024014451,1,1,1,1,2,2,1,2,1,1,2,2,2,2,6,4,8,1,1,1,1,2,4,2,1,5,2,2,3,3,2,1,4,2,1,2,1,5,1,1, , ,1,4,1,2, ,2, , ,3,3,3,1,2,3,2,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,99,2,5,2,1,1,1,1,98,2,1,2,4,3,3,98,3,2,1,.615650807073765,1,3,1,2,3
2024014455,1,1,1,1,1,1,2,1,2,1,2,2,2,2,6,3,11,98, ,98, ,2,4,2,1,3,1,2,3,2,2,2,3,2,1,1,1,98,1,1, , ,2,4,5,2, ,1,1,3,2,3,2,2,2,2,1,1,1,1,98,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,2,1,2,2,4,1,1,2,1,1,2,3,1,1,1,3,98,1,1,98,98,.615650807073765,2,3,1,2,3
2024014462,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,2,10,98, ,1,2,3,5,2,1,5,2,98,2,2,2,1,4,1,1,2,1,2,1,2, , ,2,5,5,2, ,2, , ,3,2,2,2,1,2,2,2,3,2,2,1,1,1,2,2,1,2,2,2,2,2,2,3,5,1,3,1,2,2,3,6,2,2,5,1,1,1,2,2,1,3,3,1,2,1,3,3,.901977476163834,1,3,1,1,2
2024014475,2,1,1,1,1,1,2,2,98,2,98,2,2,98,6,2,11,98, ,1,98,3,2,2,1,3,2,2,2,2,1,1,4,1,1,2,1,3,2, ,2,1,2,6,2,2, ,2, , ,1,3,3,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,1,1,2,2,2,1,1,3,1,1,98,98,1,1,1,3,1,1,98,3,98,.615650807073765,2,3,1,2,3
2024014490,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,1,9,98, ,98, ,3,3,2,1,98,2,2,1,1,1,1,3,2,2,2,2,1,2, ,98,98,2,98,2,2, ,98, , ,2,2,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,1,1,1,2,1,2,2,98,1,98,98,1,1,98,98,98,98,98,98,98,.885309371025605,1,2,1,2,2
2024014491,1,1,1,1,2,1,2,2,2,2,2,2,2,2,6,1,11,2, ,2, ,2,2,2,1,4,2,2,1,1,1,1,2,2,2,2,2,3,2, ,2,1,2,98,2,2, ,2, , ,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,6,3,3,1,1,1,1,2,1,1,2,98,1,98,98,1,2,98,3,1,98,98,3,98,.885309371025605,1,2,1,2,3
2024014502,2,1,1,1,1,1,2,1,2,1,2,2,2,2,6,98,11,98, ,98, ,3,1,2,1,5,2,2,1,1,1,1,3,1,2,2,1,3,1,2, , ,2,5,1,2, ,1,1,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,1,1,1,1,9,1,2,1,1,1,2,98,98,1,3,3,3,98,3,4,98,.615650807073765,1,3,1,2,3
2024014508,2,1,1,1,2,1,1,2,2,2,2,1,2,2,4,2,5,1,1,1,2,98,3,2,1,3,1,98,2,1,3,3,1,2,2,1,2,2,2, ,2,98,2,5,3,2, ,1,3,2,3,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,3,3,2,2,1,3,4,1,2,3,98,1,2,2,1,2,1,3,1,1,3,98,98,.901977476163834,1,3,1,1,2
2024014510,1,1,1,1,1,1,1,2,1,2,2,1,2,2,6,4,8,1,1,1,1,2,5,2,1,4,2,98,1,2,3,2,4,1,1,1,2,3,1,1, , ,1,6,3,2, ,2, , ,2,2,3,2,3,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,5,2,3,1,1,1,3,1,2,2,2,1,1,2,2,2,1,1,3,2,3,1,4,98,.615650807073765,1,3,1,2,2
2024014512,1,1,1,1,1,1,2,2,2,1,2,2,2,2,6,4,9,98, ,98, ,3,1,2,1,5,2,2,1,1,3,1,2,2,1,2,2,4,1,1, , ,2,98,2,2, ,1,2,1,2,2,3,2,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,7,3,3,1,98,98,3,98,1,1,1,98,1,2,2,1,1,1,3,2,3,98,4,98,.615650807073765,1,3,1,2,3
2024014514,1,1,1,1,1,2,1,1,98,98,98,98,98,98,6,3,5,2, ,98, ,4,1,2,1,4,2,1,1,1,1,1,4,2,2,2,98,2,1,1, , ,2,4,5,2, ,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,3,5,98,3,1,2,2,2,8,1,2,3,2,1,2,2,1,1,1,98,1,98,98,3,1,.615650807073765,2,3,1,2,3
2024014522,1,1,1,1,2,2,2,2,2,1,2,1,2,2,5,2,5,1,2,1,1,2,5,2,1,3,1,1,3,2,2,1,5,1,1,2,1,4,1,1, , ,1,3,5,2, ,2, , ,1,3,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,3,1,1,1,1,4,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,.885309371025605,1,2,1,2,2
2024014526,1,1,1,2,1,1,1,2,2,1,2,2,2,1,6,1,7,98, ,98, ,4,5,2,1,3,2,2,99,99,99,99,4,98,98,2,98,99,1,2, , ,2,3,5,2, ,2, , ,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,1,1,1,5,2,2,5,98,1,1,98,1,1,98,98,98,1,1,1,98,.901977476163834,2,3,1,1,2
2024014535,1,1,1,1,2,1,1,2,2,2,1,2,2,2,6,4,11,2, ,2, ,3,3,2,1,3,1,2,1,2,3,2,4,2,2,1,2,4,1,2, , ,2,4,4,2, ,1,2,2,2,1,2,1,2,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,3,6,2,2,1,1,1,2,1,2,2,3,98,1,2,2,1,2,1,3,2,3,2,4,1,.615650807073765,1,3,1,2,3
2024014539,1,1,1,1,1,1,2,1,2,1,2,2,2,2,6,98,9,98, ,1,2,2,4,2,1,3,2,2,2,2,2,2,2,1,1,1,1,3,1,1, , ,1,5,4,2, ,1,2,2,3,2,2,2,2,2,3,3,98,3,2,3,2,2,1,1,2,2,2,2,2,2,2,2,7,3,2,2,3,2,3,9,1,2,6,1,1,2,2,1,1,2,3,1,3,2,1,1,.885309371025605,1,2,1,2,3
2024014548,2,1,1,2,2,2,2,1,2,2,2,2,2,2,6,2,9,2, ,2, ,4,2,2,1,4,2,2,1,1,2,1,7,2,2,2,2,1,2, ,2,2,1,6,5,2, ,2, , ,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,2,2,4,2,1,4,2,2,2,2,1,2,1,3,98,3,1,98,98,.615650807073765,2,3,1,2,2
2024014550,1,1,1,1,2,1,2,2,2,2,2,2,2,2,6,3,8,1,2,1,2,2,5,2,1,3,1,1,1,1,3,1,1,2,2,2,2,1,2, ,2,1,2,5,3,2, ,1,3,2,4,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,6,2,3,1,1,1,1,1,2,2,1,98,1,2,2,1,2,1,3,98,3,3,4,3,.885309371025605,1,2,1,2,2
2024014554,2,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,4,98, ,1,2,1,3,2,1,4,2,2,1,1,3,3,2,2,2,1,2,2,1,2, , ,2,4,2,2, ,1,2,3,3,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,4,2,3,1,1,1,2,3,2,2,7,1,1,98,2,1,1,4,3,98,98,98,2,98,.885309371025605,1,2,1,2,3
2024014557,1,1,1,1,2,2,2,2,2,1,2,2,2,2,5,2,8,1,1,1,1,1,7,1,1,3,1,1,2,2,2,2,7,1,1,1,1,3,1,1, , ,1,7,7,1,1,1,2,2,3,1,2,2,2,3,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,7,1,2,2,3,2,2,10,1,1,7,1,3,3,2,1,1,3,1,2,3,1,2,2,1.71712816652776,2,2,1,1,3
2024014559,2,1,1,1,2,2,2,2,2,1,2,2,2,2,6,2,5,2, ,2, ,4,5,2,2, , , ,1,2,2,2,7,2,2,2,2,1,2, ,2,2,2,4,4,2, ,2, , ,5,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,2,1,1,1,2,6,1,1,7,1,4,98,98,1,98,2,98,98,3,1,1,98,.615650807073765,1,3,1,2,3
2024014567,1,2,1,1,1,2,98,2,2,2,98,2,2,2,6,2,7,98, ,98, ,2,4,2,2, , , ,1,2,2,1,3,2,2,2,2,1,98, ,2,1,1,4,4,2, ,2, , ,3,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,2,2,1,2,2,6,98,1,2,3,1,2,1,3,98,3,3,98,98,.901977476163834,1,3,1,1,2
2024014571,1,1,1,2,2,1,2,2,2,2,2,2,2,2,6,2,7,98, ,98, ,3,1,2,1,4,2,1,2,2,1,1,6,2,1,98,98,2,1,98, , ,2,4,3,2, ,1,2,3,4,3,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,1,1,1,1,98,2,2,4,2,1,2,2,1,2,1,3,2,3,3,98,1,.615650807073765,1,3,1,2,1
2024014576,1,1,1,1,1,1,1,2,2,2,2,1,2,2,5,2,8,2, ,1,2,2,5,2,1,4,2,2,3,1,2,1,5,1,1,1,2,3,1,2, , ,2,1,5,2, ,1,3,2,3,3,3,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,98,4,2,3,1,2,2,3,7,2,2,5,1,4,2,2,1,1,98,3,1,1,2,2,1,.901977476163834,1,3,1,1,2
2024014579,2,1,1,1,1,1,2,2,2,1,1,2,2,2,6,4,99,98, ,98, ,2,2,2,1,4,2,2,3,1,2,1,7,1,1,1,1,4,1,1, , ,2,4,2,2, ,1,2,3,2,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,3,3,1,1,1,1,1,1,1,2,98,2,2,2,1,1,1,3,98,3,3,1,98,.885309371025605,1,2,1,2,3
2024014601,1,1,1,1,2,2,2,2,2,1,2,1,2,2,6,2,99,2, ,1,2,2,3,2,1,5,2,2,2,2,3,2,2,2,2,2,1,3,1,1, , ,2,3,3,2, ,2, , ,3,3,3,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,3,2,7,2,2,6,98,1,2,2,1,1,98,3,98,98,2,3,1,.615650807073765,2,3,1,2,2
2024014609,1,1,1,1,2,1,1,1,2,1,1,2,2,2,4,3,5,1,1,1,1,1,5,1,1,4,2,1,2,2,2,3,3,2,1,1,1,5,1,1, , ,1,4,4,2, ,1,3,1,3,3,3,2,3,2,3,3,3,3,3,2,1,1,2,1,1,1,2,1,1,1,2,2,6,3,3,3,3,2,3,9,1,1,3,1,1,4,1,1,1,1,1,2,3,2,2,1,.885309371025605,2,2,2,2,3
2024014612,1,1,1,2,2,1,1,1,2,1,2,2,2,2,6,3,10,1,2,1,2,2,3,2,1,4,2,2,2,1,1,1,1,1,2,1,2,3,1,1, , ,2,5,2,2, ,1,2,3,3,3,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,6,2,3,1,1,1,1,6,2,2,1,98,1,2,2,1,2,1,3,2,3,3,4,2,.615650807073765,1,3,1,2,3
2024014613,1,1,1,2,2,1,2,2,2,2,2,2,2,2,6,98,6,98, ,98, ,3,4,2,1,98,2,2,2,2,1,1,98,1,2,98,2,98,1,1, , ,2,4,3,2, ,2, , ,98,3,2,2,2,2,2,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,98,4,2,3,1,2,98,2,98,1,1,2,1,1,98,98,1,1,98,98,98,1,98,1,98,.885309371025605,2,2,1,2,1
2024014636,1,1,1,1,1,1,2,2,2,2,2,2,2,2,6,4,9,98, ,98, ,3,1,2,1,5,2,2,1,1,3,1,98,2,2,1,2,98,2, ,1,2,2,4,1,2, ,1,2,3,3,1,1,1,1,98,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,7,2,3,1,1,2,1,6,2,2,1,98,1,2,98,1,2,1,3,2,98,2,98,98,.615650807073765,2,3,1,2,1
2024014659,1,1,1,1,1,1,2,2,1,1,2,2,2,2,6,1,6,1,1,1,1,1,1,1,1,5,1,1,2,2,3,3,2,1,1,1,1,4,2, ,2,1,2,3,3,2, ,2, , ,4,98,3,3,2,3,3,3,3,3,3,3,2,1,1,2,2,2,2,1,2,2,2,2,5,2,3,3,2,2,98,8,2,1,5,1,1,2,2,1,1,4,3,2,3,2,3,3,.885309371025605,1,2,2,2,2
2024014661,2,99,1,1,2,2,1,2,2,2,1,2,2,2,6,2,99,1,2,1,2,3,2,2,1,5,1,2,2,2,2,3,5,1,2,2,2,2,1,1, , ,1,4,4,2, ,1,2,2,3,2,3,98,2,3,98,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,4,2,3,1,1,1,3,1,2,2,4,98,1,2,2,1,2,1,1,2,3,2,3,2,.901977476163834,1,3,1,1,1
2024014663,1,1,1,1,1,1,1,1,1,2,2,1,2,2,6,3,8,1,2,1,1,2,5,2,1,3,1,1,1,1,3,2,4,2,1,1,2,4,2, ,2,98,2,5,5,2, ,1,2,2,2,2,1,1,2,1,1,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,6,3,3,1,1,2,2,6,2,1,3,1,1,2,1,1,2,1,3,2,98,2,3,3,.615650807073765,1,3,1,2,3
2024014682,1,1,1,1,2,2,2,2,2,2,1,1,2,2,6,4,99,1,1,2, ,2,7,2,1,4,1,1,1,1,3,2,1,2,1,2,2,98,2, ,2,98,2,5,4,2, ,1,2,2,2,1,3,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,3,1,1,2,3,1,98,2,6,98,1,2,2,1,2,1,3,2,3,1,4,98,.885309371025605,1,2,1,2,2
